image,score
128958.jpg,3.73226
176049.jpg,3.851289
109319.jpg,3.867111
169305.jpg,3.82762
260956.jpg,3.633321
226130.jpg,8.510967
58585.jpg,3.750018
204328.jpg,3.457051
19202.jpg,4.056464
25687.jpg,3.504191
91280.jpg,3.898507
33355.jpg,3.631254
12985.jpg,3.742274
203520.jpg,9.402675
230729.jpg,9.392147
217661.jpg,3.708007
73160.jpg,6.395618
279093.jpg,3.551986
25311.jpg,4.243511
153058.jpg,3.70322
135409.jpg,3.430176
243415.jpg,3.817417
66506.jpg,3.748645
71369.jpg,3.264342
46600.jpg,3.857309
117354.jpg,9.999998
74650.jpg,3.975172
58702.jpg,3.78333
46930.jpg,3.953188
221897.jpg,5.640754
29479.jpg,6.465033
34292.jpg,3.526973
103509.jpg,4.26881
293653.jpg,3.643351
63993.jpg,5.09094
91637.jpg,3.895804
193646.jpg,4.200402
53654.jpg,3.339695
33129.jpg,3.907122
28342.jpg,3.901367
106685.jpg,4.194826
64985.jpg,4.265944
156869.jpg,4.362998
236295.jpg,3.62866
35902.jpg,7.372527
102821.jpg,4.269681
97678.jpg,3.433786
30975.jpg,3.385398
204288.jpg,4.737432
20992.jpg,3.948011
26317.jpg,5.027642
165169.jpg,3.655899
19711.jpg,3.311635
11271.jpg,3.575805
68515.jpg,6.299485
110990.jpg,3.783745
104012.jpg,3.680334
18307.jpg,6.439507
23676.jpg,6.06379
17049.jpg,9.589604
11533.jpg,7.725005
199920.jpg,4.078529
31427.jpg,3.853775
97342.jpg,3.698507
54150.jpg,3.542959
234693.jpg,3.816868
143937.jpg,4.07484
20127.jpg,4.853502
30591.jpg,9.555096
102669.jpg,3.638702
39672.jpg,3.635304
76885.jpg,9.483766
285154.jpg,8.505528
55426.jpg,3.789016
153003.jpg,4.923653
107821.jpg,3.546282
102365.jpg,3.482429
175314.jpg,3.785604
36653.jpg,3.5518
59136.jpg,5.97998
54417.jpg,7.370138
215241.jpg,6.289561
106569.jpg,3.784316
85424.jpg,3.93313
49975.jpg,5.322321
225798.jpg,4.258489
96324.jpg,3.546716
264484.jpg,4.211086
148855.jpg,3.62049
99047.jpg,4.04346
212681.jpg,3.696474
246111.jpg,9.991696
196299.jpg,5.360879
185854.jpg,3.434993
255601.jpg,4.151341
59188.jpg,3.818475
55155.jpg,4.996344
242598.jpg,3.698574
15109.jpg,6.079825
37796.jpg,4.500788
68347.jpg,4.160244
244952.jpg,4.013717
109691.jpg,3.892756
12214.jpg,3.832023
106242.jpg,3.782118
107969.jpg,3.630722
76170.jpg,4.234758
95176.jpg,3.965395
157867.jpg,3.589885
190521.jpg,4.715996
161647.jpg,5.358901
33816.jpg,3.71476
61792.jpg,4.028559
48782.jpg,9.108446
93460.jpg,3.615077
30909.jpg,3.708833
89481.jpg,3.793389
33952.jpg,4.495525
215518.jpg,6.316111
120692.jpg,3.7274
100131.jpg,3.812617
99897.jpg,3.667996
110197.jpg,3.349407
37544.jpg,3.397975
27466.jpg,3.767623
15496.jpg,4.112872
183637.jpg,3.765007
135045.jpg,6.807608
223829.jpg,6.04477
102310.jpg,4.3474
13241.jpg,3.626472
193680.jpg,3.416121
102031.jpg,3.254892
180051.jpg,3.710353
62876.jpg,3.633066
75998.jpg,3.723918
155436.jpg,3.591917
39261.jpg,3.54627
36795.jpg,4.339307
38829.jpg,9.990179
157503.jpg,3.603653
148570.jpg,4.363103
157590.jpg,7.815889
201800.jpg,4.144131
88075.jpg,3.728285
294601.jpg,3.852215
90760.jpg,3.485378
38805.jpg,6.053778
176713.jpg,6.05682
83660.jpg,3.779076
66000.jpg,4.533178
103482.jpg,3.470538
47480.jpg,3.863764
26453.jpg,9.612714
28688.jpg,3.897649
126382.jpg,3.694899
213004.jpg,3.651742
16713.jpg,3.873771
100716.jpg,3.458876
90873.jpg,8.919089
225983.jpg,3.458795
81971.jpg,3.920406
28558.jpg,4.088613
97984.jpg,9.8462
39166.jpg,3.958943
42268.jpg,4.069449
110608.jpg,4.34522
95738.jpg,3.628923
11117.jpg,4.548315
73008.jpg,4.009821
109100.jpg,4.031004
163401.jpg,3.717765
152887.jpg,3.698296
105984.jpg,3.375528
27143.jpg,3.733606
79131.jpg,3.598623
87760.jpg,3.543186
90045.jpg,3.749747
124526.jpg,3.638497
18249.jpg,3.604003
218185.jpg,3.882854
40621.jpg,4.265131
277298.jpg,3.522432
81685.jpg,3.549295
32005.jpg,3.743226
99722.jpg,3.659451
222770.jpg,9.629935
88458.jpg,4.014634
37022.jpg,3.410902
37800.jpg,3.439701
94429.jpg,3.656021
31526.jpg,8.095416
202080.jpg,3.436182
37799.jpg,3.941789
134893.jpg,3.74013
246697.jpg,3.533874
61917.jpg,4.025805
45080.jpg,3.913222
24345.jpg,3.810141
22784.jpg,9.667907
227765.jpg,3.652062
26260.jpg,3.803068
21413.jpg,3.814893
269911.jpg,3.568584
13185.jpg,3.95777
39074.jpg,4.077465
35463.jpg,3.904325
54181.jpg,4.305737
276687.jpg,3.106553
178737.jpg,3.599277
180493.jpg,3.680673
21985.jpg,3.833894
205614.jpg,3.846254
152956.jpg,3.580356
161601.jpg,3.633066
95306.jpg,3.45287
41522.jpg,8.02544
208049.jpg,3.436734
98091.jpg,5.330073
88943.jpg,4.114946
22547.jpg,4.442661
99023.jpg,5.056465
12253.jpg,4.169296
169773.jpg,4.189053
97649.jpg,3.685008
79868.jpg,4.063682
27316.jpg,5.259157
60502.jpg,9.708869
110670.jpg,5.038945
15084.jpg,9.653015
96532.jpg,4.86215
87791.jpg,3.715448
210367.jpg,4.260926
144425.jpg,3.930419
121089.jpg,5.238429
38845.jpg,4.361103
166531.jpg,4.084353
101614.jpg,4.498035
110545.jpg,4.016891
17957.jpg,4.035432
165495.jpg,4.079712
72942.jpg,4.077385
85454.jpg,3.556207
65110.jpg,9.004961
89287.jpg,3.72807
109002.jpg,3.927693
201537.jpg,3.572089
95302.jpg,3.396608
110479.jpg,4.746725
215391.jpg,9.077431
18896.jpg,3.364149
221705.jpg,3.921384
128711.jpg,3.677814
68432.jpg,3.605197
176945.jpg,3.627964
63825.jpg,8.883257
31059.jpg,4.022645
105992.jpg,9.451589
103437.jpg,6.560478
62905.jpg,3.733353
250933.jpg,3.574101
163042.jpg,3.938106
124254.jpg,3.65818
37030.jpg,4.350878
18204.jpg,4.51719
160394.jpg,4.585518
36590.jpg,5.641579
251100.jpg,3.685488
99443.jpg,3.730039
180855.jpg,8.574853
50065.jpg,3.647662
22969.jpg,3.686029
62519.jpg,3.454718
87872.jpg,3.692327
70598.jpg,3.350387
14306.jpg,4.37185
21523.jpg,5.021728
242599.jpg,3.599483
45926.jpg,4.109043
103473.jpg,3.423994
29047.jpg,3.911825
79759.jpg,5.145923
207712.jpg,6.749685
36478.jpg,4.049453
143120.jpg,4.378291
23834.jpg,9.586141
44886.jpg,4.669267
210417.jpg,4.539243
27918.jpg,7.202663
67358.jpg,3.875653
49738.jpg,3.527857
14973.jpg,3.743587
64645.jpg,3.736312
73833.jpg,9.720288
257233.jpg,3.773468
63641.jpg,3.636762
166628.jpg,3.402703
56847.jpg,8.656278
81614.jpg,3.814914
46900.jpg,3.770485
100761.jpg,3.771531
36041.jpg,3.391413
12741.jpg,9.425272
215279.jpg,8.7348
93559.jpg,3.794744
85216.jpg,3.995654
90899.jpg,3.839769
140747.jpg,3.615053
43562.jpg,9.088336
32589.jpg,4.506964
85025.jpg,3.73145
81740.jpg,4.537445
141065.jpg,3.693976
39121.jpg,4.41721
83065.jpg,4.011888
222696.jpg,5.654802
81995.jpg,3.875238
124752.jpg,3.505192
59282.jpg,3.443803
100686.jpg,3.728977
119453.jpg,4.122837
239350.jpg,3.507199
26249.jpg,7.235818
104026.jpg,3.652048
33276.jpg,5.744424
150121.jpg,3.945679
84222.jpg,3.826636
57920.jpg,3.410191
39252.jpg,3.643183
12914.jpg,5.144946
41193.jpg,5.260663
58787.jpg,5.592099
271923.jpg,4.148919
96467.jpg,3.661645
107734.jpg,4.517382
109960.jpg,3.621271
138326.jpg,5.828253
227632.jpg,3.717603
28697.jpg,4.200981
88447.jpg,3.831453
26316.jpg,3.64624
48835.jpg,3.932032
97545.jpg,3.701027
104186.jpg,5.591501
55375.jpg,5.366703
60250.jpg,5.588923
122657.jpg,3.600152
101044.jpg,5.018946
103959.jpg,3.491055
32232.jpg,3.987046
43237.jpg,3.834862
161614.jpg,3.982881
275038.jpg,3.833481
101117.jpg,4.999165
18462.jpg,3.387784
79105.jpg,3.595314
18755.jpg,3.726912
46599.jpg,3.523832
61995.jpg,3.566393
26931.jpg,3.660052
48609.jpg,4.130539
94107.jpg,6.543932
64249.jpg,6.744024
25670.jpg,3.73174
138794.jpg,3.917646
226723.jpg,3.632532
116016.jpg,3.866784
74140.jpg,4.469476
100900.jpg,3.65531
111779.jpg,3.82984
41461.jpg,4.12433
199456.jpg,3.474265
218637.jpg,3.619147
98788.jpg,9.473805
162383.jpg,4.386472
88793.jpg,3.939562
98412.jpg,3.655127
105032.jpg,7.365206
228263.jpg,3.273462
75590.jpg,4.142722
189225.jpg,3.617782
92170.jpg,3.550078
53827.jpg,4.316913
32194.jpg,3.655703
18324.jpg,3.831801
123227.jpg,9.999996
17964.jpg,3.913326
85459.jpg,9.703651
234568.jpg,4.491755
68309.jpg,4.812284
17169.jpg,3.772508
56196.jpg,3.704523
64884.jpg,4.612858
74028.jpg,7.449288
72240.jpg,3.830996
33522.jpg,3.946116
116124.jpg,4.145153
172445.jpg,3.634941
42648.jpg,9.382276
99701.jpg,3.512445
29535.jpg,4.438805
71546.jpg,3.642388
41258.jpg,4.595621
30558.jpg,7.222921
18435.jpg,4.562935
243789.jpg,3.622153
75203.jpg,4.097675
16540.jpg,3.447384
171227.jpg,3.221885
232753.jpg,3.518795
12446.jpg,3.648119
98426.jpg,4.036629
89201.jpg,3.828604
244938.jpg,9.473418
88618.jpg,6.641606
284234.jpg,3.830599
34795.jpg,8.593348
197654.jpg,3.759606
285265.jpg,3.730678
189450.jpg,3.987273
195796.jpg,3.607473
29747.jpg,5.40667
45367.jpg,9.651671
103806.jpg,3.681917
183078.jpg,3.695682
13653.jpg,3.566279
94610.jpg,3.726456
25799.jpg,3.343581
25369.jpg,3.646135
110601.jpg,4.318908
52508.jpg,8.858661
84973.jpg,5.010534
69043.jpg,3.725359
41368.jpg,3.585329
56122.jpg,3.679103
30814.jpg,4.332644
100309.jpg,4.051873
13535.jpg,3.713589
52570.jpg,5.888133
71698.jpg,3.612058
289561.jpg,3.763607
53881.jpg,3.396285
98024.jpg,3.492878
18368.jpg,3.384687
285421.jpg,4.407921
58385.jpg,4.087841
71351.jpg,3.578998
37130.jpg,3.491792
84964.jpg,3.923134
38317.jpg,4.319779
107503.jpg,4.077141
14395.jpg,4.229179
164053.jpg,3.799553
134769.jpg,3.864531
46295.jpg,7.012507
281768.jpg,3.809935
68529.jpg,3.791835
71349.jpg,4.395064
118210.jpg,4.273788
286990.jpg,4.50748
107626.jpg,3.666909
96653.jpg,3.748698
292425.jpg,3.584539
92035.jpg,3.959107
40021.jpg,3.510206
209703.jpg,4.500141
36601.jpg,3.696863
82416.jpg,3.469069
72066.jpg,3.651583
19706.jpg,6.179449
87841.jpg,4.630198
82212.jpg,4.065393
14289.jpg,3.844956
12207.jpg,4.374292
60223.jpg,4.008961
246845.jpg,3.807777
81624.jpg,9.999671
87705.jpg,5.431129
63040.jpg,3.884418
32187.jpg,9.40796
27554.jpg,5.023357
93588.jpg,3.604717
102306.jpg,5.189367
99242.jpg,3.740362
142288.jpg,4.006274
200777.jpg,3.730992
113699.jpg,3.617614
86731.jpg,4.25421
124891.jpg,3.664303
135777.jpg,3.808341
71539.jpg,5.071509
214206.jpg,3.60316
71167.jpg,7.52012
43316.jpg,3.584315
191527.jpg,3.823137
20057.jpg,3.726713
89957.jpg,4.587336
84477.jpg,3.462973
23926.jpg,3.69345
15922.jpg,7.215416
183251.jpg,3.813133
109709.jpg,3.309289
199958.jpg,3.823936
177821.jpg,9.737804
120648.jpg,6.766313
18185.jpg,6.224001
140882.jpg,3.95901
42617.jpg,3.779266
103411.jpg,3.623557
40672.jpg,3.968482
32131.jpg,4.021048
101019.jpg,9.696273
176549.jpg,10.0
109118.jpg,4.746572
22433.jpg,4.014218
53111.jpg,5.241975
88518.jpg,4.115688
52214.jpg,3.994865
90527.jpg,3.529484
79145.jpg,3.604531
123023.jpg,3.65458
98618.jpg,3.93382
17850.jpg,6.432248
125184.jpg,3.579817
61687.jpg,5.650663
102417.jpg,4.471849
16926.jpg,4.160263
106010.jpg,5.114718
231443.jpg,4.079955
39839.jpg,3.621863
49420.jpg,5.242648
62474.jpg,3.779132
37114.jpg,4.189741
253133.jpg,6.873154
93949.jpg,3.758299
27465.jpg,3.372139
284308.jpg,3.59102
53498.jpg,3.662307
193755.jpg,3.485028
21270.jpg,3.313803
66158.jpg,3.517368
54429.jpg,4.094967
295081.jpg,3.534311
16658.jpg,3.320181
142645.jpg,3.887267
22232.jpg,4.24618
266957.jpg,9.684541
28196.jpg,7.853582
103314.jpg,6.958464
39997.jpg,3.602112
118462.jpg,3.448359
239055.jpg,3.713681
46220.jpg,4.155629
25330.jpg,5.03121
76604.jpg,4.539563
235524.jpg,7.699529
110540.jpg,3.609106
152046.jpg,3.829642
58152.jpg,4.39499
121459.jpg,4.105455
17986.jpg,3.595657
18972.jpg,3.696224
181928.jpg,3.730628
286907.jpg,10.0
144688.jpg,5.063939
294217.jpg,3.562797
190822.jpg,9.412309
56553.jpg,3.375092
98258.jpg,3.726589
69004.jpg,3.767467
279049.jpg,8.536328
106970.jpg,3.777025
114573.jpg,4.275966
177316.jpg,4.307277
101312.jpg,3.729069
64169.jpg,3.580472
195240.jpg,4.671804
274082.jpg,3.761491
170473.jpg,3.933744
155264.jpg,3.861438
123999.jpg,3.461487
70459.jpg,8.755498
19847.jpg,8.310179
20195.jpg,4.187116
26883.jpg,4.008132
255931.jpg,9.705732
13392.jpg,3.459499
71728.jpg,3.672488
272693.jpg,3.841085
43000.jpg,3.601807
25518.jpg,5.305282
19030.jpg,5.190745
242444.jpg,3.537318
44077.jpg,3.923102
267740.jpg,3.925332
62463.jpg,3.425224
56100.jpg,8.146828
268187.jpg,4.123478
78417.jpg,3.506547
24915.jpg,4.04512
14800.jpg,4.364689
93462.jpg,3.72684
166270.jpg,4.202822
288968.jpg,3.353083
108125.jpg,3.882179
17234.jpg,3.865164
98207.jpg,3.488248
29539.jpg,9.627925
128256.jpg,4.625334
120909.jpg,3.665417
49427.jpg,4.157504
92095.jpg,3.902743
55566.jpg,4.044325
144535.jpg,3.728517
56484.jpg,3.611014
48026.jpg,3.247354
92949.jpg,3.437722
269295.jpg,5.590255
177298.jpg,4.015679
105251.jpg,3.908265
12910.jpg,4.141185
89270.jpg,3.696048
209972.jpg,9.222632
66361.jpg,4.127869
90559.jpg,4.291055
104037.jpg,3.60855
92595.jpg,3.880835
86665.jpg,5.448963
23595.jpg,3.989909
153798.jpg,3.785685
78458.jpg,9.991618
253428.jpg,4.29835
87113.jpg,9.709753
25980.jpg,3.663499
18885.jpg,5.950594
242307.jpg,8.186623
88076.jpg,3.913212
14096.jpg,3.214615
96887.jpg,3.643313
162049.jpg,3.709423
188756.jpg,3.819842
101323.jpg,3.462149
21134.jpg,5.037737
99604.jpg,3.615121
48851.jpg,3.882116
149803.jpg,3.587643
32258.jpg,3.807014
21004.jpg,3.800559
90449.jpg,4.063779
16406.jpg,3.812733
107127.jpg,3.754322
64692.jpg,3.902736
76135.jpg,3.600605
45401.jpg,3.761471
35911.jpg,5.03058
79905.jpg,4.760667
68548.jpg,5.168489
25515.jpg,5.02742
35396.jpg,8.408302
83560.jpg,3.651218
114938.jpg,4.639472
155721.jpg,3.587212
144395.jpg,5.34737
51549.jpg,3.674021
71603.jpg,3.543356
278260.jpg,3.728813
12868.jpg,3.465552
164665.jpg,4.155027
48780.jpg,5.486597
207654.jpg,5.426328
295838.jpg,8.55818
32075.jpg,5.112544
172820.jpg,4.082648
157097.jpg,4.14229
89889.jpg,5.185606
104366.jpg,4.050259
24727.jpg,5.267221
119845.jpg,4.262709
169341.jpg,3.854121
293512.jpg,9.998585
139498.jpg,3.904762
71813.jpg,3.415416
264756.jpg,3.753683
179875.jpg,3.591052
43320.jpg,3.790481
61904.jpg,3.696156
17501.jpg,5.06548
74081.jpg,3.849416
115707.jpg,3.917936
103247.jpg,4.060454
17266.jpg,3.690732
60368.jpg,4.701951
16939.jpg,4.645944
45683.jpg,3.757164
50736.jpg,3.727529
175476.jpg,3.716428
44724.jpg,3.450404
99566.jpg,4.151759
214987.jpg,3.184651
43805.jpg,3.513358
83058.jpg,4.048918
18367.jpg,3.974557
84996.jpg,3.506706
31861.jpg,9.664988
134361.jpg,3.789824
49501.jpg,3.699383
79234.jpg,3.636019
96533.jpg,3.521503
51198.jpg,3.881155
103722.jpg,3.738056
85476.jpg,3.791792
77357.jpg,3.477975
80654.jpg,3.662861
51027.jpg,4.50843
119726.jpg,4.077471
34414.jpg,6.249871
184307.jpg,6.99408
190816.jpg,3.511427
13294.jpg,3.790049
288780.jpg,9.603096
23221.jpg,6.788553
58518.jpg,3.761441
153400.jpg,8.820852
271455.jpg,3.845924
105129.jpg,4.349326
163478.jpg,3.830035
18960.jpg,3.813964
103248.jpg,4.103839
59335.jpg,3.612906
82653.jpg,3.690876
162313.jpg,5.349837
21098.jpg,7.839927
207967.jpg,3.673303
283227.jpg,4.060605
33323.jpg,3.524834
122456.jpg,3.809806
117229.jpg,3.850554
11064.jpg,4.352386
124953.jpg,3.774751
125136.jpg,4.328646
67799.jpg,3.661456
91564.jpg,3.608906
42065.jpg,3.514888
59506.jpg,3.677936
40035.jpg,8.938456
102838.jpg,3.758699
14558.jpg,3.619457
49541.jpg,5.31889
41509.jpg,3.923413
110732.jpg,3.388581
70794.jpg,3.978719
43167.jpg,7.377242
201504.jpg,3.918664
54172.jpg,9.997693
219586.jpg,3.499135
110494.jpg,4.466009
119253.jpg,4.172903
19082.jpg,3.23092
180600.jpg,4.083244
15197.jpg,9.999931
283514.jpg,3.223092
43922.jpg,7.168057
76353.jpg,3.565351
70344.jpg,3.447055
88859.jpg,3.749521
46296.jpg,3.765464
68605.jpg,9.155541
103375.jpg,3.609965
45859.jpg,3.394161
148067.jpg,3.620516
157021.jpg,3.816179
21900.jpg,4.99601
240989.jpg,3.705043
164738.jpg,3.83056
40397.jpg,3.965498
63089.jpg,6.329849
274567.jpg,3.455858
259548.jpg,3.852869
55727.jpg,4.127732
91365.jpg,4.105679
31911.jpg,5.219736
248463.jpg,3.66584
91363.jpg,3.761997
128242.jpg,4.19992
116547.jpg,3.613299
64629.jpg,4.211324
278546.jpg,3.787955
53933.jpg,3.907223
19878.jpg,3.946728
131444.jpg,3.650958
15192.jpg,8.834105
86784.jpg,4.099657
67387.jpg,4.077201
16596.jpg,3.454382
14841.jpg,3.524876
40543.jpg,4.039103
274418.jpg,3.819086
190343.jpg,9.469196
59992.jpg,4.168624
101704.jpg,4.47393
56790.jpg,4.154045
87880.jpg,3.761758
78120.jpg,3.88234
47067.jpg,3.411295
222296.jpg,6.039237
34677.jpg,3.635352
36412.jpg,3.186696
54114.jpg,4.028395
27937.jpg,7.957063
15273.jpg,4.363495
24034.jpg,3.340117
48308.jpg,7.904282
107414.jpg,3.462774
208431.jpg,3.601054
26708.jpg,7.971726
216035.jpg,5.172735
39262.jpg,4.334678
37698.jpg,3.795793
15831.jpg,3.579907
87787.jpg,3.784266
57016.jpg,6.941782
214458.jpg,3.832018
168436.jpg,4.07712
174144.jpg,9.511904
269277.jpg,4.968737
87831.jpg,3.48671
63011.jpg,4.066534
145363.jpg,5.041976
28819.jpg,3.902434
84429.jpg,3.509441
59937.jpg,3.554124
63338.jpg,3.404466
205937.jpg,3.713857
39240.jpg,3.877732
248224.jpg,3.432851
269971.jpg,3.819404
43663.jpg,4.585903
76137.jpg,4.521465
40189.jpg,3.583525
40349.jpg,4.108443
104290.jpg,4.168891
219675.jpg,3.785979
52937.jpg,3.695218
65766.jpg,3.616957
52971.jpg,4.165286
42392.jpg,3.651003
89293.jpg,3.492477
88179.jpg,3.876719
28298.jpg,4.177068
207165.jpg,3.761779
118312.jpg,4.004768
26279.jpg,6.322756
109776.jpg,3.539462
27800.jpg,3.628104
205231.jpg,4.119659
47069.jpg,4.075255
55162.jpg,6.388622
95708.jpg,3.097362
184243.jpg,3.720222
73287.jpg,3.697017
62955.jpg,4.334225
138432.jpg,3.653268
34843.jpg,3.66238
239937.jpg,3.656388
72003.jpg,3.906881
283070.jpg,3.639184
183738.jpg,4.076361
286004.jpg,3.380201
231798.jpg,7.164717
121533.jpg,3.808466
83982.jpg,3.773013
34452.jpg,3.609059
119894.jpg,5.183264
80178.jpg,3.637833
186010.jpg,5.836544
104488.jpg,4.402656
95139.jpg,3.777937
16795.jpg,7.589724
194100.jpg,7.378932
111023.jpg,3.716401
81739.jpg,4.04084
101123.jpg,3.368321
16553.jpg,4.459803
58553.jpg,3.739644
20182.jpg,3.651339
144797.jpg,3.591941
54156.jpg,5.281835
149269.jpg,3.835902
41763.jpg,3.934331
173909.jpg,3.671684
67182.jpg,4.420335
17987.jpg,7.322996
17982.jpg,5.006863
30732.jpg,6.991571
24134.jpg,6.65167
12703.jpg,7.634237
244568.jpg,9.711426
177486.jpg,9.562689
237932.jpg,4.067226
15952.jpg,4.268425
197121.jpg,3.593314
64127.jpg,3.504184
95211.jpg,3.756514
106558.jpg,3.979653
36559.jpg,3.635461
103264.jpg,3.545051
280582.jpg,6.272232
44168.jpg,3.542494
283427.jpg,3.596659
138178.jpg,4.00518
196506.jpg,3.607079
12816.jpg,5.179366
209202.jpg,3.551072
34214.jpg,3.521413
53998.jpg,6.8287
191858.jpg,3.793343
54196.jpg,3.588345
214955.jpg,3.726583
43342.jpg,3.790731
99092.jpg,4.079762
91286.jpg,3.616612
108178.jpg,9.597373
44902.jpg,4.25309
174703.jpg,4.473573
165686.jpg,3.555617
110610.jpg,3.530552
190987.jpg,3.842934
194031.jpg,8.517447
144452.jpg,4.33254
19103.jpg,3.741751
80660.jpg,3.982191
13160.jpg,4.081251
108038.jpg,3.787807
103063.jpg,3.564688
62139.jpg,3.560139
107717.jpg,3.783403
23904.jpg,3.397403
206431.jpg,4.355637
92098.jpg,3.798718
192425.jpg,4.080369
73207.jpg,3.603059
57301.jpg,3.645119
234278.jpg,3.628331
16047.jpg,4.12128
136773.jpg,4.13855
266449.jpg,5.933971
120041.jpg,3.775285
283463.jpg,4.079276
199320.jpg,8.727277
107947.jpg,9.664773
89729.jpg,5.228436
83723.jpg,3.419412
146219.jpg,4.167661
162261.jpg,3.68863
13414.jpg,3.576588
21831.jpg,3.979051
14034.jpg,3.980121
80471.jpg,3.620123
89401.jpg,3.681665
291543.jpg,4.999694
185702.jpg,3.917458
17151.jpg,3.37797
88293.jpg,3.969791
106623.jpg,3.613993
127268.jpg,4.123072
233131.jpg,3.775632
12641.jpg,3.740713
173947.jpg,3.560164
17370.jpg,5.115417
11510.jpg,3.480065
53999.jpg,4.489185
135076.jpg,3.74537
234149.jpg,3.690578
199495.jpg,9.45722
196904.jpg,3.750077
94236.jpg,3.666599
134226.jpg,3.853099
83561.jpg,3.594932
99141.jpg,6.733681
90936.jpg,3.194933
117263.jpg,3.801458
109768.jpg,3.746404
96962.jpg,3.665267
20443.jpg,3.741388
272587.jpg,4.16028
99427.jpg,3.651622
177301.jpg,4.775157
20622.jpg,3.677073
107760.jpg,3.84837
104705.jpg,8.025636
190808.jpg,3.800316
73870.jpg,3.957599
42264.jpg,4.069027
43416.jpg,3.463873
176652.jpg,3.752538
83124.jpg,3.734675
222461.jpg,5.07237
251168.jpg,3.631302
168493.jpg,3.858623
237790.jpg,3.809202
61734.jpg,5.651589
85070.jpg,5.63937
13893.jpg,3.541295
102285.jpg,3.798701
133438.jpg,3.710627
158894.jpg,3.818371
76337.jpg,3.895772
42380.jpg,5.773623
147684.jpg,10.0
46676.jpg,4.246425
53386.jpg,3.714487
20256.jpg,4.208765
80750.jpg,3.798841
62725.jpg,3.597918
83906.jpg,9.579229
21339.jpg,3.701125
67584.jpg,4.428856
90372.jpg,5.295969
80203.jpg,3.764605
89503.jpg,5.479627
108617.jpg,3.609772
229841.jpg,3.59628
87767.jpg,4.066835
80293.jpg,3.583043
51297.jpg,4.704555
17929.jpg,7.922904
222174.jpg,3.565852
24033.jpg,3.843313
294590.jpg,3.993102
86552.jpg,9.735515
53255.jpg,3.72487
32342.jpg,3.748947
173487.jpg,3.622844
60314.jpg,3.813108
71263.jpg,4.165809
190244.jpg,4.290429
95779.jpg,3.804961
270500.jpg,3.423578
252437.jpg,4.428793
75031.jpg,3.612148
27248.jpg,5.270047
42521.jpg,4.274429
79747.jpg,3.796657
12946.jpg,3.451758
260978.jpg,3.563118
88354.jpg,5.503061
86036.jpg,3.786106
240876.jpg,4.720197
64197.jpg,8.591236
75126.jpg,3.773749
33576.jpg,3.577572
59831.jpg,4.793624
274081.jpg,3.816266
23501.jpg,4.301679
27350.jpg,6.29352
106943.jpg,3.582171
126784.jpg,3.642021
40303.jpg,4.337327
43180.jpg,3.39039
104059.jpg,5.306937
223269.jpg,3.514859
200475.jpg,3.93044
98760.jpg,5.309506
55205.jpg,3.460186
91759.jpg,3.231817
211984.jpg,8.123365
92069.jpg,6.962671
11079.jpg,3.743527
66832.jpg,8.111604
32238.jpg,5.756615
27629.jpg,4.0798
90442.jpg,3.861791
256896.jpg,3.555666
62231.jpg,3.681471
255894.jpg,9.999979
102915.jpg,9.696335
218936.jpg,3.676054
62958.jpg,4.074383
28991.jpg,3.489044
248360.jpg,3.792207
110143.jpg,6.67767
154480.jpg,3.875471
11070.jpg,6.251813
78127.jpg,3.602766
76844.jpg,5.259723
26566.jpg,4.484126
87475.jpg,8.155523
35034.jpg,3.789745
139564.jpg,3.544485
87897.jpg,3.569313
33542.jpg,3.655258
23312.jpg,7.607312
99134.jpg,5.139754
133752.jpg,3.605335
33577.jpg,3.302161
242869.jpg,3.735031
241342.jpg,3.368685
75137.jpg,4.189696
81659.jpg,3.771444
193935.jpg,9.15698
284012.jpg,4.869849
258062.jpg,4.34569
177552.jpg,3.569215
86691.jpg,4.739274
33194.jpg,3.970115
20025.jpg,5.979186
35829.jpg,4.439335
11066.jpg,6.579198
64102.jpg,4.739885
18057.jpg,5.591094
45722.jpg,5.954583
28883.jpg,3.762302
57786.jpg,3.791289
175968.jpg,3.557547
20899.jpg,7.233695
289375.jpg,3.374681
157822.jpg,3.910471
15876.jpg,4.035278
51492.jpg,4.347414
59964.jpg,4.066361
86369.jpg,3.641158
58187.jpg,3.465232
156297.jpg,3.752901
53376.jpg,9.99818
115329.jpg,3.595276
17409.jpg,4.392973
42450.jpg,5.077238
104677.jpg,6.550436
134785.jpg,3.688562
25772.jpg,4.154775
108419.jpg,4.094609
90803.jpg,3.832085
103451.jpg,3.707879
53724.jpg,3.678842
88407.jpg,3.960631
159350.jpg,3.962273
13769.jpg,3.733517
282211.jpg,3.794215
47423.jpg,3.381742
267170.jpg,9.26375
91525.jpg,4.150555
58534.jpg,3.504225
269430.jpg,3.664864
206972.jpg,3.53667
99658.jpg,3.356807
89187.jpg,5.875982
230121.jpg,6.59458
278852.jpg,5.384585
117445.jpg,3.525622
115880.jpg,3.917408
278853.jpg,4.397014
89497.jpg,3.59235
63128.jpg,4.213352
293058.jpg,4.184416
60696.jpg,4.316508
218124.jpg,9.408772
167116.jpg,3.485668
149727.jpg,9.860645
28514.jpg,9.032319
67224.jpg,3.576868
46911.jpg,3.474526
196354.jpg,3.539796
32018.jpg,7.500288
53236.jpg,7.533664
12819.jpg,5.132576
100297.jpg,3.495249
